Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MainPos,MP,Starts,Min,90s,CrdY,CrdR,Gls,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,xG,npxG,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG,PK,PKatt,Ast,KP,xAG,xA,A-xAG,PPA,CrsPA,Touches,Att 3rd_possession,Att Pen,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,PrgDist_possession,CPA,Mis,Dis,PrgR,PrgC_possession,1/3_possession,Cmp,Att_passing,Cmp%,PrgP,Fls,Fld,Recov,Won,Lost_misc,Won%,Min%,Compl,Subs,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Rk_per_90,CrdY_per_90,CrdR_per_90,Gls_per_90,Sh_shooting_per_90,SoT_per_90,SoT%_per_90,Sh/90_per_90,SoT/90_per_90,G/Sh_per_90,G/SoT_per_90,Dist_per_90,FK_shooting_per_90,xG_per_90,npxG_per_90,xG_shooting_per_90,npxG_shooting_per_90,npxG/Sh_per_90,G-xG_per_90,np:G-xG_per_90,PK_per_90,PKatt_per_90,Ast_per_90,KP_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,PPA_per_90,CrsPA_per_90,Touches_per_90,Att 3rd_possession_per_90,Att Pen_per_90,Att_possession_per_90,Succ_per_90,Succ%_per_90,Tkld_per_90,Tkld%_per_90,Carries_per_90,PrgC_per_90,PrgDist_possession_per_90,CPA_per_90,Mis_per_90,Dis_per_90,PrgR_per_90,PrgC_possession_per_90,1/3_possession_per_90,Cmp_per_90,Att_passing_per_90,Cmp%_per_90,PrgP_per_90,Fls_per_90,Fld_per_90,Recov_per_90,Won_per_90,Lost_misc_per_90,Won%_per_90,Min%_per_90,Compl_per_90,Subs_per_90,PPM_per_90,onG_per_90,onGA_per_90,+/-_per_90,+/-90_per_90,onxG_per_90,onxGA_per_90,xG+/-_per_90,xG+/-90_per_90
723,Sofiane Diop,fr FRA,FW,Nice,fr Ligue 1,23.0,2000.0,FW,10,6,499,5.5,0,0,0,14.0,6.0,42.9,2.53,1.08,0.0,0.0,20.7,2.0,1.2,1.2,1.2,1.2,0.09,-1.2,-1.2,0,0,0,8,0.8,0.9,-0.8,7,2,249,118,16,22,6,27.3,16,72.7,190,20,589,6,15,9,43,20,18,143,176,81.3,17,9.0,12.0,28.0,1.0,4.0,20.0,16.3,0.0,4.0,2.2,7.0,3.0,4.0,0.72,8.0,4.7,3.3,0.6,130.40080160320642,0.0,0.0,0.0,2.5250501002004007,1.0821643286573146,7.737474949899799,0.456312625250501,0.19478957915831666,0.0,0.0,3.7334669338677355,0.3607214428857715,0.21643286573146292,0.21643286573146292,0.21643286573146292,0.21643286573146292,0.01623246492985972,-0.21643286573146292,-0.21643286573146292,0.0,0.0,0.0,1.442885771543086,0.14428857715430862,0.1623246492985972,-0.14428857715430862,1.2625250501002003,0.3607214428857715,44.90981963927856,21.28256513026052,2.885771543086172,3.9679358717434874,1.0821643286573146,4.923847695390782,2.885771543086172,13.112224448897795,34.2685370741483,3.6072144288577155,106.23246492985972,1.0821643286573146,2.7054108216432864,1.623246492985972,7.755511022044089,3.6072144288577155,3.246492985971944,25.791583166332668,31.7434869739479,14.663326653306614,3.066132264529058,1.623246492985972,2.164328657314629,5.050100200400801,0.18036072144288576,0.721442885771543,3.6072144288577155,2.9398797595190382,0.0,0.721442885771543,0.39679358717434876,1.2625250501002003,0.5410821643286573,0.721442885771543,0.12985971943887775,1.442885771543086,0.8476953907815632,0.5951903807615231,0.10821643286573146
1608,Solly March,eng ENG,"FW,DF",Brighton,eng Premier League,29.0,1994.0,FW,7,7,554,6.2,1,0,3,14.0,6.0,42.9,2.27,0.97,0.21,0.5,16.6,1.0,2.0,2.0,2.0,2.0,0.14,1.0,1.0,0,0,1,7,1.0,1.0,0.0,7,0,336,145,18,18,8,44.4,8,44.4,198,14,491,3,8,10,44,14,7,203,261,77.8,24,12.0,8.0,36.0,6.0,4.0,60.0,16.2,2.0,0.0,1.43,13.0,11.0,2.0,0.32,11.3,10.0,1.2,0.2,261.2274368231047,0.1624548736462094,0.0,0.48736462093862815,2.2743682310469313,0.9747292418772563,6.969314079422383,0.36877256317689533,0.1575812274368231,0.03411552346570397,0.0812274368231047,2.696750902527076,0.1624548736462094,0.3249097472924188,0.3249097472924188,0.3249097472924188,0.3249097472924188,0.022743682310469318,0.1624548736462094,0.1624548736462094,0.0,0.0,0.1624548736462094,1.1371841155234657,0.1624548736462094,0.1624548736462094,0.0,1.1371841155234657,0.0,54.58483754512635,23.555956678700362,2.9241877256317688,2.9241877256317688,1.2996389891696751,7.212996389891697,1.2996389891696751,7.212996389891697,32.16606498194946,2.2743682310469313,79.76534296028882,0.48736462093862815,1.2996389891696751,1.6245487364620939,7.148014440433213,2.2743682310469313,1.1371841155234657,32.978339350180505,42.40072202166065,12.63898916967509,3.898916967509025,1.9494584837545126,1.2996389891696751,5.8483754512635375,0.9747292418772563,0.6498194945848376,9.747292418772563,2.631768953068592,0.3249097472924188,0.0,0.23231046931407942,2.111913357400722,1.7870036101083033,0.3249097472924188,0.05198555956678701,1.8357400722021662,1.6245487364620939,0.19494584837545126,0.03249097472924188
1137,Son Heung-min,kr KOR,FW,Tottenham,eng Premier League,31.0,1992.0,FW,35,34,2934,32.6,1,0,17,83.0,38.0,45.8,2.55,1.17,0.18,0.39,15.5,0.0,12.0,10.4,12.0,10.4,0.13,5.0,4.6,2,2,10,68,11.8,8.3,-1.8,65,2,1354,823,212,92,39,42.4,47,51.1,927,119,2989,64,55,41,325,119,44,887,1075,82.5,139,12.0,39.0,80.0,5.0,16.0,23.8,85.8,19.0,1.0,1.74,63.0,51.0,12.0,0.37,59.4,53.9,5.4,0.17,34.877300613496935,0.03067484662576687,0.0,0.5214723926380368,2.5460122699386503,1.165644171779141,1.4049079754601226,0.07822085889570551,0.03588957055214724,0.005521472392638037,0.011963190184049082,0.47546012269938653,0.0,0.3680981595092025,0.31901840490797545,0.3680981595092025,0.31901840490797545,0.003987730061349693,0.15337423312883436,0.1411042944785276,0.06134969325153374,0.06134969325153374,0.3067484662576687,2.085889570552147,0.3619631901840491,0.25460122699386506,-0.05521472392638037,1.9938650306748467,0.06134969325153374,41.533742331288344,25.245398773006134,6.503067484662577,2.8220858895705523,1.196319018404908,1.3006134969325154,1.441717791411043,1.5674846625766872,28.43558282208589,3.6503067484662575,91.68711656441718,1.9631901840490797,1.687116564417178,1.2576687116564418,9.969325153374234,3.6503067484662575,1.3496932515337423,27.208588957055213,32.97546012269939,2.5306748466257667,4.263803680981595,0.3680981595092025,1.196319018404908,2.4539877300613497,0.15337423312883436,0.49079754601226994,0.7300613496932516,2.6319018404907975,0.5828220858895705,0.03067484662576687,0.05337423312883436,1.932515337423313,1.5644171779141105,0.3680981595092025,0.011349693251533743,1.8220858895705523,1.6533742331288344,0.16564417177914112,0.005214723926380368
1270,Sory Kaba,gn GUI,FW,Las Palmas,es La Liga,28.0,1995.0,FW,17,9,720,8.0,2,0,1,13.0,1.0,7.7,1.62,0.12,0.08,1.0,17.1,0.0,1.5,1.5,1.5,1.5,0.11,-0.5,-0.5,0,0,1,6,0.3,0.4,0.7,1,0,272,119,33,22,11,50.0,11,50.0,163,7,211,3,48,14,36,7,7,111,158,70.3,12,16.0,15.0,17.0,31.0,36.0,46.3,21.1,2.0,8.0,1.06,3.0,11.0,-8.0,-1.0,5.7,13.3,-7.6,-0.95,158.75,0.25,0.0,0.125,1.6249999999999998,0.125,0.9624999999999999,0.2025,0.015,0.01,0.125,2.1375,0.0,0.1875,0.1875,0.1875,0.1875,0.01375,-0.0625,-0.0625,0.0,0.0,0.125,0.75,0.0375,0.05,0.0875,0.125,0.0,34.0,14.875,4.125,2.75,1.375,6.25,1.375,6.25,20.375,0.875,26.375,0.375,6.0,1.75,4.5,0.875,0.875,13.875,19.75,8.7875,1.5,2.0,1.875,2.125,3.875,4.5,5.787499999999999,2.6375,0.25,1.0,0.1325,0.375,1.375,-1.0,-0.125,0.7125,1.6625,-0.9500000000000001,-0.11875000000000001
1776,Stefan Mitrović,rs SRB,"FW,MF",Hellas Verona,it Serie A,20.0,2002.0,FW,10,4,391,4.3,0,0,0,7.0,1.0,14.3,1.61,0.23,0.0,0.0,15.1,0.0,0.4,0.4,0.4,0.4,0.06,-0.4,-0.4,0,0,0,3,0.1,0.2,-0.1,2,1,164,69,10,14,6,42.9,6,42.9,101,13,383,2,13,4,24,13,8,77,105,73.3,15,10.0,6.0,16.0,4.0,18.0,18.2,11.4,0.0,6.0,1.2,5.0,4.0,1.0,0.23,4.5,5.7,-1.2,-0.27,408.7979539641944,0.0,0.0,0.0,1.6112531969309463,0.23017902813299235,3.29156010230179,0.37058823529411766,0.05294117647058824,0.0,0.0,3.4757033248081837,0.0,0.09207161125319695,0.09207161125319695,0.09207161125319695,0.09207161125319695,0.01381074168797954,-0.09207161125319695,-0.09207161125319695,0.0,0.0,0.0,0.690537084398977,0.023017902813299237,0.046035805626598474,-0.023017902813299237,0.4603580562659847,0.23017902813299235,37.749360613810744,15.882352941176471,2.3017902813299234,3.2225063938618925,1.381074168797954,9.87468030690537,1.381074168797954,9.87468030690537,23.248081841432224,2.9923273657289005,88.15856777493606,0.4603580562659847,2.9923273657289005,0.9207161125319694,5.524296675191816,2.9923273657289005,1.8414322250639388,17.72378516624041,24.168797953964194,16.872122762148337,3.452685421994885,2.3017902813299234,1.381074168797954,3.6828644501278776,0.9207161125319694,4.143222506393862,4.189258312020461,2.6240409207161126,0.0,1.381074168797954,0.27621483375959077,1.1508951406649617,0.9207161125319694,0.23017902813299235,0.05294117647058824,1.0358056265984654,1.3120204603580563,-0.27621483375959077,-0.06214833759590793
2593,Steffen Tigges,de GER,FW,Köln,de Bundesliga,25.0,1998.0,FW,25,6,727,8.1,0,0,3,22.0,9.0,40.9,2.72,1.11,0.14,0.33,13.0,0.0,2.6,2.6,2.6,2.6,0.16,0.4,0.4,0,0,0,10,1.6,0.7,-1.6,5,0,295,102,35,8,4,50.0,4,50.0,146,9,235,2,19,9,48,9,5,118,203,58.1,10,7.0,8.0,25.0,38.0,41.0,48.1,23.8,1.0,19.0,0.88,9.0,10.0,-1.0,-0.12,12.7,13.4,-0.8,-0.09,321.00412654745526,0.0,0.0,0.37138927097661617,2.723521320495186,1.1141678129298487,5.063273727647868,0.3367262723521321,0.13741403026134802,0.017331499312242094,0.04085281980742779,1.609353507565337,0.0,0.3218707015130674,0.3218707015130674,0.3218707015130674,0.3218707015130674,0.019807427785419534,0.04951856946354883,0.04951856946354883,0.0,0.0,0.0,1.2379642365887207,0.19807427785419532,0.08665749656121045,-0.19807427785419532,0.6189821182943603,0.0,36.51994497936726,12.627235213204951,4.332874828060523,0.9903713892709767,0.49518569463548834,6.189821182943604,0.49518569463548834,6.189821182943604,18.074277854195323,1.1141678129298487,29.09215955983494,0.24759284731774417,2.3521320495185694,1.1141678129298487,5.942228335625859,1.1141678129298487,0.6189821182943603,14.607977991746903,25.13067400275103,7.192572214580467,1.2379642365887207,0.8665749656121046,0.9903713892709767,3.094910591471802,4.704264099037139,5.075653370013755,5.954607977991747,2.9463548830811557,0.12379642365887208,2.3521320495185694,0.10894085281980742,1.1141678129298487,1.2379642365887207,-0.12379642365887208,-0.01485557083906465,1.5722145804676753,1.6588720770288858,-0.09903713892709766,-0.011141678129298487
2417,Stephan El Shaarawy,it ITA,"FW,DF",Roma,it Serie A,30.0,1992.0,FW,33,19,1738,19.3,2,0,3,40.0,10.0,25.0,2.07,0.52,0.08,0.3,19.1,1.0,2.5,2.5,2.5,2.5,0.06,0.5,0.5,0,0,4,20,2.3,1.8,1.7,12,5,843,328,60,54,22,40.7,27,50.0,545,46,1574,22,27,17,131,46,29,545,662,82.3,44,14.0,28.0,83.0,9.0,15.0,37.5,50.8,5.0,14.0,1.58,36.0,26.0,10.0,0.52,26.5,22.6,3.9,0.2,125.16110471806675,0.10356731875719218,0.0,0.15535097813578824,2.0713463751438437,0.5178365937859609,1.2945914844649022,0.10719217491369389,0.026927502876869968,0.004142692750287687,0.015535097813578827,0.9890678941311853,0.05178365937859609,0.12945914844649023,0.12945914844649023,0.12945914844649023,0.12945914844649023,0.003107019562715765,0.025891829689298044,0.025891829689298044,0.0,0.0,0.20713463751438435,1.0356731875719218,0.11910241657077099,0.09321058688147296,0.08803222094361335,0.621403912543153,0.25891829689298046,43.6536248561565,16.985040276179518,3.107019562715765,2.796317606444189,1.139240506329114,2.107594936708861,1.3981588032220944,2.5891829689298045,28.222094361334868,2.38204833141542,81.50747986191024,1.139240506329114,1.3981588032220944,0.8803222094361335,6.783659378596088,2.38204833141542,1.5017261219792863,28.222094361334868,34.280782508630615,4.261795166858458,2.278481012658228,0.7249712313003452,1.4499424626006905,4.298043728423475,0.4660529344073648,0.7767548906789412,1.9418872266973533,2.630609896432681,0.25891829689298046,0.7249712313003452,0.08181818181818182,1.8642117376294591,1.3463751438434983,0.5178365937859609,0.026927502876869968,1.3722669735327964,1.1703107019562717,0.2019562715765247,0.010356731875719219
1814,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,28.0,1994.0,FW,32,20,1769,19.7,2,1,6,60.0,25.0,41.7,3.05,1.27,0.1,0.24,11.4,0.0,8.9,8.9,8.9,8.9,0.15,-2.9,-2.9,0,0,2,21,2.1,1.4,-0.1,9,3,673,316,119,18,11,61.1,7,38.9,415,22,717,6,58,17,111,22,23,282,454,62.1,25,43.0,25.0,43.0,137.0,94.0,59.3,57.8,5.0,12.0,1.72,33.0,24.0,9.0,0.46,28.3,22.5,5.8,0.29,92.28942905596382,0.10175240248728094,0.05087620124364047,0.30525720746184287,3.0525720746184284,1.2719050310910118,2.121537591859808,0.15517241379310345,0.06461277557942341,0.005087620124364048,0.012210288298473714,0.5799886941775014,0.0,0.45279819106840025,0.45279819106840025,0.45279819106840025,0.45279819106840025,0.00763143018654607,-0.14754098360655737,-0.14754098360655737,0.0,0.0,0.10175240248728094,1.06840022611645,0.106840022611645,0.07122668174109666,-0.005087620124364048,0.4578858111927643,0.15262860373092144,34.23968343697004,16.07687959299039,6.054267947993216,0.9157716223855286,0.5596382136800452,3.1085358959864333,0.3561334087054833,1.9790842283776144,21.113623516110795,1.1192764273600904,36.47823629169022,0.30525720746184287,2.9508196721311477,0.864895421141888,5.647258338044092,1.1192764273600904,1.170152628603731,14.347088750706614,23.097795364612775,3.1594120972300734,1.2719050310910118,2.18767665347654,1.2719050310910118,2.18767665347654,6.970039570378745,4.782362916902205,3.0169587337478796,2.9406444318824194,0.25438100621820237,0.6105144149236857,0.08750706613906162,1.6789146410401357,1.2210288298473715,0.4578858111927643,0.023403052572074617,1.4397964951950255,1.1447145279819106,0.29508196721311475,0.014754098360655738
1894,Steve Ngoura,fr FRA,"FW,MF",Le Havre,fr Ligue 1,18.0,2005.0,FW,12,1,223,2.5,0,0,0,7.0,2.0,28.6,2.83,0.81,0.0,0.0,16.8,0.0,0.5,0.5,0.5,0.5,0.07,-0.5,-0.5,0,0,1,1,0.1,0.2,0.9,2,0,83,41,12,4,3,75.0,1,25.0,62,3,100,1,12,2,19,3,3,33,50,66.0,9,6.0,1.0,12.0,3.0,10.0,23.1,7.3,0.0,11.0,0.67,2.0,4.0,-2.0,-0.81,2.5,4.6,-2.1,-0.86,764.3946188340807,0.0,0.0,0.0,2.8251121076233185,0.8071748878923767,11.542600896860986,1.142152466367713,0.32690582959641257,0.0,0.0,6.780269058295964,0.0,0.20179372197309417,0.20179372197309417,0.20179372197309417,0.20179372197309417,0.028251121076233187,-0.20179372197309417,-0.20179372197309417,0.0,0.0,0.40358744394618834,0.40358744394618834,0.04035874439461883,0.08071748878923767,0.3632286995515695,0.8071748878923767,0.0,33.497757847533634,16.547085201793724,4.843049327354261,1.6143497757847534,1.2107623318385652,30.26905829596413,0.40358744394618834,10.08968609865471,25.02242152466368,1.2107623318385652,40.35874439461884,0.40358744394618834,4.843049327354261,0.8071748878923767,7.668161434977578,1.2107623318385652,1.2107623318385652,13.318385650224217,20.17937219730942,26.636771300448434,3.632286995515695,2.4215246636771304,0.40358744394618834,4.843049327354261,1.2107623318385652,4.0358744394618835,9.322869955156952,2.9461883408071747,0.0,4.439461883408072,0.2704035874439462,0.8071748878923767,1.6143497757847534,-0.8071748878923767,-0.32690582959641257,1.0089686098654709,1.8565022421524664,-0.8475336322869955,-0.347085201793722
2421,Steven Shpendi,al ALB,"FW,MF",Empoli,it Serie A,20.0,2003.0,FW,12,4,411,4.6,0,0,0,7.0,3.0,42.9,1.53,0.66,0.0,0.0,16.8,0.0,0.4,0.4,0.4,0.4,0.06,-0.4,-0.4,0,0,1,5,0.5,0.2,0.5,3,0,125,58,20,8,2,25.0,5,62.5,80,3,103,2,20,9,32,3,1,57,76,75.0,6,12.0,13.0,13.0,3.0,18.0,14.3,12.0,0.0,8.0,0.67,3.0,8.0,-5.0,-1.09,5.7,6.0,-0.3,-0.06,530.1459854014598,0.0,0.0,0.0,1.532846715328467,0.656934306569343,9.394160583941606,0.335036496350365,0.14452554744525548,0.0,0.0,3.678832116788321,0.0,0.08759124087591241,0.08759124087591241,0.08759124087591241,0.08759124087591241,0.01313868613138686,-0.08759124087591241,-0.08759124087591241,0.0,0.0,0.21897810218978103,1.094890510948905,0.10948905109489052,0.043795620437956206,0.10948905109489052,0.656934306569343,0.0,27.37226277372263,12.700729927007298,4.37956204379562,1.7518248175182483,0.43795620437956206,5.474452554744525,1.094890510948905,13.686131386861314,17.51824817518248,0.656934306569343,22.55474452554745,0.43795620437956206,4.37956204379562,1.9708029197080292,7.007299270072993,0.656934306569343,0.21897810218978103,12.481751824817518,16.642335766423358,16.423357664233578,1.313868613138686,2.627737226277372,2.8467153284671536,2.8467153284671536,0.656934306569343,3.9416058394160585,3.1313868613138687,2.627737226277372,0.0,1.7518248175182483,0.1467153284671533,0.656934306569343,1.7518248175182483,-1.094890510948905,-0.23868613138686134,1.248175182481752,1.313868613138686,-0.0656934306569343,-0.01313868613138686
1744,Sven Michel,de GER,"FW,MF",Augsburg,de Bundesliga,33.0,1990.0,FW,22,5,583,6.5,2,0,2,12.0,5.0,41.7,1.85,0.77,0.08,0.2,20.7,0.0,2.4,0.8,2.4,0.8,0.07,-0.4,0.2,1,2,1,10,0.8,0.8,0.2,11,4,248,133,39,22,10,45.5,11,50.0,135,6,204,4,22,11,44,6,3,97,173,56.1,14,12.0,4.0,22.0,18.0,30.0,37.5,19.1,0.0,17.0,1.09,12.0,15.0,-3.0,-0.46,12.7,12.8,-0.1,-0.02,269.22813036020585,0.30874785591766724,0.0,0.30874785591766724,1.8524871355060035,0.7718696397941681,6.437392795883362,0.28559176672384223,0.1188679245283019,0.01234991423670669,0.030874785591766728,3.1955403087478556,0.0,0.3704974271012007,0.12349914236706691,0.3704974271012007,0.12349914236706691,0.010806174957118355,-0.061749571183533455,0.030874785591766728,0.15437392795883362,0.30874785591766724,0.15437392795883362,1.5437392795883362,0.12349914236706691,0.12349914236706691,0.030874785591766728,1.6981132075471697,0.6174957118353345,38.284734133790735,20.53173241852487,6.020583190394511,3.3962264150943393,1.5437392795883362,7.02401372212693,1.6981132075471697,7.718696397941681,20.84048027444254,0.9262435677530018,31.49228130360206,0.6174957118353345,3.3962264150943393,1.6981132075471697,6.792452830188679,0.9262435677530018,0.4631217838765009,14.974271012006863,26.706689536878216,8.660377358490567,2.1612349914236706,1.8524871355060035,0.6174957118353345,3.3962264150943393,2.778730703259005,4.631217838765009,5.789022298456261,2.9485420240137223,0.0,2.6243567753001718,0.16826758147512866,1.8524871355060035,2.3156089193825045,-0.4631217838765009,-0.07101200686106347,1.9605488850771868,1.9759862778730706,-0.015437392795883364,-0.0030874785591766727
1158,Sydney van Hooijdonk,nl NED,FW,Bologna,it Serie A,23.0,2000.0,FW,9,2,212,2.4,0,0,0,5.0,1.0,20.0,2.12,0.42,0.0,0.0,18.1,1.0,0.6,0.6,0.6,0.6,0.12,-0.6,-0.6,0,0,0,2,0.1,0.0,-0.1,0,0,56,21,7,2,2,100.0,0,0.0,22,1,15,0,4,3,9,1,0,28,36,77.8,2,6.0,2.0,3.0,5.0,12.0,29.4,6.2,0.0,7.0,1.0,2.0,2.0,0.0,0.0,2.3,2.5,-0.2,-0.07,491.60377358490564,0.0,0.0,0.0,2.1226415094339623,0.4245283018867924,8.49056603773585,0.9,0.17830188679245282,0.0,0.0,7.683962264150944,0.4245283018867924,0.25471698113207547,0.25471698113207547,0.25471698113207547,0.25471698113207547,0.0509433962264151,-0.25471698113207547,-0.25471698113207547,0.0,0.0,0.0,0.8490566037735848,0.04245283018867924,0.0,-0.04245283018867924,0.0,0.0,23.77358490566038,8.915094339622643,2.9716981132075473,0.8490566037735848,0.8490566037735848,42.45283018867924,0.0,0.0,9.339622641509434,0.4245283018867924,6.367924528301887,0.0,1.6981132075471697,1.2735849056603774,3.820754716981132,0.4245283018867924,0.0,11.88679245283019,15.283018867924527,33.02830188679245,0.8490566037735848,2.547169811320755,0.8490566037735848,1.2735849056603774,2.1226415094339623,5.09433962264151,12.481132075471697,2.6320754716981134,0.0,2.9716981132075473,0.4245283018867924,0.8490566037735848,0.8490566037735848,0.0,0.0,0.9764150943396226,1.0613207547169812,-0.08490566037735849,-0.029716981132075476
2367,Sávio,br BRA,"FW,MF",Girona,es La Liga,19.0,2004.0,FW,37,35,2976,33.1,5,0,9,45.0,20.0,44.4,1.36,0.6,0.2,0.45,16.6,0.0,6.1,6.1,6.1,6.1,0.13,2.9,2.9,0,0,10,52,7.9,9.9,2.1,60,14,1490,878,158,236,104,44.1,90,38.1,1096,181,5124,80,98,49,372,181,93,812,1064,76.3,93,30.0,66.0,171.0,4.0,13.0,23.5,87.0,15.0,2.0,2.11,74.0,39.0,35.0,1.06,62.5,46.4,16.2,0.49,71.58266129032259,0.15120967741935484,0.0,0.2721774193548387,1.3608870967741935,0.6048387096774194,1.342741935483871,0.041129032258064524,0.018145161290322582,0.006048387096774193,0.013608870967741936,0.5020161290322581,0.0,0.18447580645161288,0.18447580645161288,0.18447580645161288,0.18447580645161288,0.0039314516129032254,0.0877016129032258,0.0877016129032258,0.0,0.0,0.3024193548387097,1.5725806451612903,0.23891129032258066,0.2993951612903226,0.06350806451612903,1.814516129032258,0.42338709677419356,45.060483870967744,26.55241935483871,4.778225806451613,7.137096774193548,3.1451612903225805,1.3336693548387097,2.721774193548387,1.1522177419354838,33.145161290322584,5.473790322580645,154.95967741935482,2.4193548387096775,2.9637096774193545,1.4818548387096773,11.25,5.473790322580645,2.8125,24.556451612903224,32.17741935483871,2.307459677419355,2.8125,0.907258064516129,1.995967741935484,5.171370967741935,0.12096774193548387,0.39314516129032256,0.7106854838709677,2.631048387096774,0.4536290322580645,0.06048387096774194,0.06381048387096773,2.2379032258064515,1.1794354838709677,1.0584677419354838,0.03205645161290323,1.8901209677419353,1.4032258064516128,0.4899193548387097,0.014818548387096776
1093,Sébastien Haller,ci CIV,FW,Dortmund,de Bundesliga,29.0,1994.0,FW,14,5,396,4.4,2,0,0,7.0,2.0,28.6,1.59,0.45,0.0,0.0,10.7,0.0,0.9,0.9,0.9,0.9,0.13,-0.9,-0.9,0,0,1,5,0.7,0.9,0.3,1,0,161,68,24,5,4,80.0,1,20.0,77,11,175,2,10,4,34,11,4,78,115,67.8,11,8.0,10.0,10.0,19.0,21.0,47.5,12.9,0.0,9.0,2.0,6.0,5.0,1.0,0.23,8.2,5.4,2.8,0.64,248.4090909090909,0.4545454545454546,0.0,0.0,1.5909090909090908,0.4545454545454546,6.500000000000001,0.36136363636363633,0.10227272727272727,0.0,0.0,2.4318181818181817,0.0,0.20454545454545453,0.20454545454545453,0.20454545454545453,0.20454545454545453,0.029545454545454545,-0.20454545454545453,-0.20454545454545453,0.0,0.0,0.2272727272727273,1.1363636363636362,0.1590909090909091,0.20454545454545453,0.06818181818181818,0.2272727272727273,0.0,36.59090909090909,15.454545454545453,5.454545454545455,1.1363636363636362,0.9090909090909092,18.18181818181818,0.2272727272727273,4.545454545454545,17.5,2.5,39.77272727272727,0.4545454545454546,2.2727272727272725,0.9090909090909092,7.727272727272727,2.5,0.9090909090909092,17.727272727272727,26.136363636363633,15.409090909090908,2.5,1.8181818181818183,2.2727272727272725,2.2727272727272725,4.3181818181818175,4.7727272727272725,10.795454545454545,2.931818181818182,0.0,2.0454545454545454,0.4545454545454546,1.3636363636363638,1.1363636363636362,0.2272727272727273,0.052272727272727276,1.8636363636363635,1.2272727272727273,0.6363636363636364,0.14545454545454545
164,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,25.0,1997.0,FW,20,12,1042,11.6,2,0,6,22.0,11.0,50.0,1.9,0.95,0.27,0.55,11.5,0.0,4.7,4.7,4.7,4.7,0.22,1.3,1.3,0,0,3,10,1.7,0.9,1.3,3,0,294,118,43,16,8,50.0,7,43.8,168,8,320,6,38,11,45,8,6,127,175,72.6,14,9.0,16.0,33.0,21.0,48.0,30.4,30.5,1.0,8.0,1.05,17.0,21.0,-4.0,-0.35,13.1,16.2,-3.0,-0.26,14.16506717850288,0.1727447216890595,0.0,0.5182341650671786,1.9001919385796544,0.9500959692898272,4.318618042226488,0.16410748560460653,0.08205374280230326,0.023320537428023036,0.04750479846449136,0.993282149712092,0.0,0.4059500959692898,0.4059500959692898,0.4059500959692898,0.4059500959692898,0.019001919385796547,0.11228406909788868,0.11228406909788868,0.0,0.0,0.2591170825335893,0.8637236084452974,0.14683301343570057,0.07773512476007678,0.11228406909788868,0.2591170825335893,0.0,25.393474088291747,10.191938579654511,3.714011516314779,1.381957773512476,0.690978886756238,4.318618042226488,0.6046065259117083,3.7831094049904026,14.510556621881,0.690978886756238,27.639155470249516,0.5182341650671786,3.2821497120921306,0.9500959692898272,3.8867562380038385,0.690978886756238,0.5182341650671786,10.969289827255277,15.115163147792707,6.270633397312859,1.2092130518234165,0.7773512476007678,1.381957773512476,2.8502879078694816,1.813819577735125,4.1458733205374285,2.6257197696737045,2.6343570057581576,0.08637236084452975,0.690978886756238,0.09069097888675624,1.4683301343570057,1.813819577735125,-0.345489443378119,-0.03023032629558541,1.1314779270633397,1.399232245681382,-0.2591170825335893,-0.022456813819577738
